file_name,audio_id,seg_idx,start_time,end_time,sentiment
1DmNV9C1hbY_1.wav,1DmNV9C1hbY,1,12.543991,16.405216,-2.0
1DmNV9C1hbY_2.wav,1DmNV9C1hbY,2,16.405216,20.785261,1.6
1DmNV9C1hbY_3.wav,1DmNV9C1hbY,3,20.785261,23.529024,1.0
1DmNV9C1hbY_4.wav,1DmNV9C1hbY,4,23.529024,30.134014,2.0
1DmNV9C1hbY_5.wav,1DmNV9C1hbY,5,30.134014,33.73583,-1.8
1DmNV9C1hbY_6.wav,1DmNV9C1hbY,6,33.73583,39.003857,-1.6
1DmNV9C1hbY_7.wav,1DmNV9C1hbY,7,39.003857,43.553516,-1.6
1DmNV9C1hbY_8.wav,1DmNV9C1hbY,8,43.553516,45.39932,-1.8
1DmNV9C1hbY_9.wav,1DmNV9C1hbY,9,45.39932,48.103176,2.2
1DmNV9C1hbY_10.wav,1DmNV9C1hbY,10,48.103176,49.380272,2.6
1DmNV9C1hbY_11.wav,1DmNV9C1hbY,11,56.62381,59.60703,-1.8
1DmNV9C1hbY_12.wav,1DmNV9C1hbY,12,59.60703,63.019276,0.4
1DmNV9C1hbY_13.wav,1DmNV9C1hbY,13,63.019276,65.353966,-1.25
1DmNV9C1hbY_14.wav,1DmNV9C1hbY,14,65.353966,66.531296,-2.0
1iG0909rllw_1.wav,1iG0909rllw,1,6.976644,8.503175,-0.4
1iG0909rllw_2.wav,1iG0909rllw,2,8.503175,10.378912,-1.75
1iG0909rllw_3.wav,1iG0909rllw,3,10.378912,13.970748,2.0
1iG0909rllw_4.wav,1iG0909rllw,4,13.970748,17.5127,-1.2
1iG0909rllw_5.wav,1iG0909rllw,5,17.5127,20.146711,2.2
1iG0909rllw_6.wav,1iG0909rllw,6,20.146711,21.553514,1.6
1iG0909rllw_7.wav,1iG0909rllw,7,21.553514,28.65737,-0.6
1iG0909rllw_8.wav,1iG0909rllw,8,28.65737,30.243765,-2.4
1iG0909rllw_9.wav,1iG0909rllw,9,30.243765,34.933105,-0.2
1iG0909rllw_10.wav,1iG0909rllw,10,34.933105,39.05374,0.6
1iG0909rllw_11.wav,1iG0909rllw,11,39.05374,42.196598,2.2
1iG0909rllw_12.wav,1iG0909rllw,12,42.196598,43.842857,1.6
1iG0909rllw_13.wav,1iG0909rllw,13,43.842857,45.429253,1.4
1iG0909rllw_14.wav,1iG0909rllw,14,45.429253,53.72041,-0.2
1iG0909rllw_15.wav,1iG0909rllw,15,56.264626,59.377552,-1.4
1iG0909rllw_16.wav,1iG0909rllw,16,59.377552,67.60884,-1.4
1iG0909rllw_17.wav,1iG0909rllw,17,67.60884,73.06644,-1.4
1iG0909rllw_18.wav,1iG0909rllw,18,73.06644,79.49184,-1.8
1iG0909rllw_19.wav,1iG0909rllw,19,79.49184,85.40839,-1.0
1iG0909rllw_20.wav,1iG0909rllw,20,85.40839,94.80703,0.4
1iG0909rllw_21.wav,1iG0909rllw,21,94.80703,107.428345,-0.4
1iG0909rllw_22.wav,1iG0909rllw,22,107.428345,116.09864,-0.2
1iG0909rllw_23.wav,1iG0909rllw,23,116.09864,118.962135,1.8
1iG0909rllw_24.wav,1iG0909rllw,24,118.73265,120.67823,-1.0
1iG0909rllw_25.wav,1iG0909rllw,25,120.67823,123.44195,2.0
1iG0909rllw_26.wav,1iG0909rllw,26,123.042854,130.80522,-0.6
1iG0909rllw_27.wav,1iG0909rllw,27,130.80522,136.26282,1.8
1iG0909rllw_28.wav,1iG0909rllw,28,136.26282,140.78255,1.2
1iG0909rllw_29.wav,1iG0909rllw,29,140.78255,145.12268,-1.4
1iG0909rllw_30.wav,1iG0909rllw,30,145.12268,146.77892,-1.6
2WGyTLYerpo_1.wav,2WGyTLYerpo,1,0.012471655,2.1376417,2.0
2WGyTLYerpo_2.wav,2WGyTLYerpo,2,2.1376417,2.8061225,0.4
2WGyTLYerpo_3.wav,2WGyTLYerpo,3,2.8061225,7.5752835,0.0
2WGyTLYerpo_4.wav,2WGyTLYerpo,4,7.5752835,14.2800455,-0.4
2WGyTLYerpo_5.wav,2WGyTLYerpo,5,14.2800455,18.091383,0.0
2WGyTLYerpo_6.wav,2WGyTLYerpo,6,18.091383,20.007029,2.4
2WGyTLYerpo_7.wav,2WGyTLYerpo,7,20.007029,21.882767,1.6
2WGyTLYerpo_8.wav,2WGyTLYerpo,8,21.882767,23.459183,1.8
2WGyTLYerpo_9.wav,2WGyTLYerpo,9,23.459183,31.640589,-0.4
2WGyTLYerpo_10.wav,2WGyTLYerpo,10,37.357597,38.71451,0.8
2WGyTLYerpo_11.wav,2WGyTLYerpo,11,38.71451,41.937187,2.2
2WGyTLYerpo_12.wav,2WGyTLYerpo,12,41.937187,43.523582,1.2
2WGyTLYerpo_13.wav,2WGyTLYerpo,13,43.523582,47.773922,2.0
2WGyTLYerpo_14.wav,2WGyTLYerpo,14,47.773922,49.21066,0.2
2WGyTLYerpo_15.wav,2WGyTLYerpo,15,49.21066,50.028797,0.5
2WGyTLYerpo_16.wav,2WGyTLYerpo,16,50.028797,52.533108,2.0
2WGyTLYerpo_17.wav,2WGyTLYerpo,17,52.533108,55.077324,2.6
2WGyTLYerpo_18.wav,2WGyTLYerpo,18,55.077324,56.384354,2.2
2WGyTLYerpo_19.wav,2WGyTLYerpo,19,57.900906,63.55805,1.4
2WGyTLYerpo_20.wav,2WGyTLYerpo,20,63.55805,64.55578,1.0
2WGyTLYerpo_21.wav,2WGyTLYerpo,21,64.55578,65.53356,0.8
2WGyTLYerpo_22.wav,2WGyTLYerpo,22,65.53356,66.93038,-0.8
2WGyTLYerpo_23.wav,2WGyTLYerpo,23,66.93038,68.36712,0.0
2WGyTLYerpo_24.wav,2WGyTLYerpo,24,68.36712,79.34218,1.6
2WGyTLYerpo_25.wav,2WGyTLYerpo,25,79.34218,80.5195,1.8
2WGyTLYerpo_26.wav,2WGyTLYerpo,26,80.5195,83.26327,1.8
2WGyTLYerpo_27.wav,2WGyTLYerpo,27,83.26327,85.0093,1.8
2WGyTLYerpo_28.wav,2WGyTLYerpo,28,85.0093,87.31406,2.4
2WGyTLYerpo_29.wav,2WGyTLYerpo,29,87.31406,90.077774,0.6
2WGyTLYerpo_30.wav,2WGyTLYerpo,30,90.077774,91.75397,-0.2
2WGyTLYerpo_31.wav,2WGyTLYerpo,31,91.75397,93.96893,2.0
2WGyTLYerpo_32.wav,2WGyTLYerpo,32,93.96893,95.23605,2.2
2WGyTLYerpo_33.wav,2WGyTLYerpo,33,95.23605,96.85238,1.2
2WGyTLYerpo_34.wav,2WGyTLYerpo,34,96.85238,98.329025,0.6
2WGyTLYerpo_35.wav,2WGyTLYerpo,35,98.329025,100.3644,2.2
2WGyTLYerpo_36.wav,2WGyTLYerpo,36,100.3644,102.309975,1.2
2WGyTLYerpo_37.wav,2WGyTLYerpo,37,102.309975,104.27551,1.4
2WGyTLYerpo_38.wav,2WGyTLYerpo,38,104.27551,109.98254,1.0
2WGyTLYerpo_39.wav,2WGyTLYerpo,39,114.42245,116.62744,-0.6
2WGyTLYerpo_40.wav,2WGyTLYerpo,40,116.62744,118.353516,0.6
2WGyTLYerpo_41.wav,2WGyTLYerpo,41,118.353516,121.43651,0.6
2WGyTLYerpo_42.wav,2WGyTLYerpo,42,121.43651,122.55397,0.0
2WGyTLYerpo_43.wav,2WGyTLYerpo,43,122.55397,126.60476,2.0
2WGyTLYerpo_44.wav,2WGyTLYerpo,44,127.21338,127.21338,0.2
2WGyTLYerpo_45.wav,2WGyTLYerpo,45,127.21338,129.37846,0.2
2WGyTLYerpo_46.wav,2WGyTLYerpo,46,129.37846,130.6356,1.4
2WGyTLYerpo_47.wav,2WGyTLYerpo,47,130.69547,131.83289,0.0
2WGyTLYerpo_48.wav,2WGyTLYerpo,48,133.02019,134.04785,-1.0
2WGyTLYerpo_49.wav,2WGyTLYerpo,49,134.04785,136.19298,-0.6
2WGyTLYerpo_50.wav,2WGyTLYerpo,50,136.19298,137.8093,-1.8
2WGyTLYerpo_51.wav,2WGyTLYerpo,51,137.8093,143.0873,-0.6
2WGyTLYerpo_52.wav,2WGyTLYerpo,52,143.0873,144.3644,0.0
2WGyTLYerpo_53.wav,2WGyTLYerpo,53,148.18571,149.68231,-1.0
2WGyTLYerpo_54.wav,2WGyTLYerpo,54,149.68231,151.54807,-2.0
2WGyTLYerpo_55.wav,2WGyTLYerpo,55,151.54807,157.04558,-1.0
2WGyTLYerpo_56.wav,2WGyTLYerpo,56,157.04558,161.76485,-0.4
2WGyTLYerpo_57.wav,2WGyTLYerpo,57,161.76485,166.53401,-1.6
2WGyTLYerpo_58.wav,2WGyTLYerpo,58,166.53401,170.82426,-1.4
2WGyTLYerpo_59.wav,2WGyTLYerpo,59,170.39523,172.47052,2.0
2WGyTLYerpo_60.wav,2WGyTLYerpo,60,172.47052,174.20657,2.2
2WGyTLYerpo_61.wav,2WGyTLYerpo,61,174.20657,175.21428,1.4
2WGyTLYerpo_62.wav,2WGyTLYerpo,62,175.21428,176.222,2.2
2WGyTLYerpo_63.wav,2WGyTLYerpo,63,176.222,179.36485,2.2
2iD-tVS8NPw_1.wav,2iD-tVS8NPw,1,5.2605443,11.50635,-0.5
2iD-tVS8NPw_2.wav,2iD-tVS8NPw,2,21.024717,24.536736,2.2
2iD-tVS8NPw_3.wav,2iD-tVS8NPw,3,24.536736,26.911339,1.4
2iD-tVS8NPw_4.wav,2iD-tVS8NPw,4,26.911339,32.289116,2.2
2iD-tVS8NPw_5.wav,2iD-tVS8NPw,5,32.289116,34.085033,2.0
2iD-tVS8NPw_6.wav,2iD-tVS8NPw,6,34.085033,35.910885,2.0
2iD-tVS8NPw_7.wav,2iD-tVS8NPw,7,35.51179,44.58118,2.4
2iD-tVS8NPw_8.wav,2iD-tVS8NPw,8,44.58118,45.83832,1.8
2iD-tVS8NPw_9.wav,2iD-tVS8NPw,9,45.83832,47.833786,1.4
2iD-tVS8NPw_10.wav,2iD-tVS8NPw,10,47.833786,50.79705,2.2
2iD-tVS8NPw_11.wav,2iD-tVS8NPw,11,50.79705,53.30136,0.2
2iD-tVS8NPw_12.wav,2iD-tVS8NPw,12,53.30136,54.668255,1.2
2iD-tVS8NPw_13.wav,2iD-tVS8NPw,13,54.668255,61.69229,2.2
2iD-tVS8NPw_14.wav,2iD-tVS8NPw,14,61.69229,69.205215,-1.0
2iD-tVS8NPw_15.wav,2iD-tVS8NPw,15,69.205215,71.02109,-1.5
2iD-tVS8NPw_16.wav,2iD-tVS8NPw,16,71.02109,74.02426,-1.6
2iD-tVS8NPw_17.wav,2iD-tVS8NPw,17,74.02426,78.84331,-0.6
2iD-tVS8NPw_18.wav,2iD-tVS8NPw,18,78.84331,80.898636,0.33333334
2iD-tVS8NPw_19.wav,2iD-tVS8NPw,19,80.898636,83.36304,0.0
2iD-tVS8NPw_20.wav,2iD-tVS8NPw,20,83.18345,97.23152,0.8
2iD-tVS8NPw_21.wav,2iD-tVS8NPw,21,97.23152,107.468254,1.0
2iD-tVS8NPw_22.wav,2iD-tVS8NPw,22,107.468254,114.542175,2.2
2iD-tVS8NPw_23.wav,2iD-tVS8NPw,23,114.542175,117.80476,0.2
2iD-tVS8NPw_24.wav,2iD-tVS8NPw,24,129.19887,134.98572,-1.0
2iD-tVS8NPw_25.wav,2iD-tVS8NPw,25,134.98572,140.85239,-0.8
2iD-tVS8NPw_26.wav,2iD-tVS8NPw,26,140.85239,152.29637,0.0
2iD-tVS8NPw_27.wav,2iD-tVS8NPw,27,158.05328,169.87642,1.4
2iD-tVS8NPw_28.wav,2iD-tVS8NPw,28,169.87642,173.578,1.6
2iD-tVS8NPw_29.wav,2iD-tVS8NPw,29,173.578,175.15442,2.0
2iD-tVS8NPw_30.wav,2iD-tVS8NPw,30,175.15442,179.79388,-0.4
5W7Z1C_fDaE_1.wav,5W7Z1C_fDaE,1,5.5997734,9.850113,2.0
5W7Z1C_fDaE_2.wav,5W7Z1C_fDaE,2,9.281405,13.671429,1.4
5W7Z1C_fDaE_3.wav,5W7Z1C_fDaE,3,13.671429,14.409751,0.8
5W7Z1C_fDaE_4.wav,5W7Z1C_fDaE,4,14.409751,15.257823,0.4
5W7Z1C_fDaE_5.wav,5W7Z1C_fDaE,5,15.257823,17.223356,2.0
5W7Z1C_fDaE_6.wav,5W7Z1C_fDaE,6,17.223356,18.191156,0.5
5W7Z1C_fDaE_7.wav,5W7Z1C_fDaE,7,18.191156,25.444672,2.2
5W7Z1C_fDaE_8.wav,5W7Z1C_fDaE,8,25.444672,26.5322,2.6
5W7Z1C_fDaE_9.wav,5W7Z1C_fDaE,9,26.5322,28.926758,2.4
5W7Z1C_fDaE_10.wav,5W7Z1C_fDaE,10,28.926758,31.959864,0.4
5W7Z1C_fDaE_11.wav,5W7Z1C_fDaE,11,31.959864,34.075058,2.6
5W7Z1C_fDaE_12.wav,5W7Z1C_fDaE,12,34.075058,37.45737,0.8
5W7Z1C_fDaE_13.wav,5W7Z1C_fDaE,13,37.45737,39.452835,2.6
5W7Z1C_fDaE_14.wav,5W7Z1C_fDaE,14,39.452835,42.78526,1.8
5W7Z1C_fDaE_15.wav,5W7Z1C_fDaE,15,42.78526,44.441498,0.25
5W7Z1C_fDaE_16.wav,5W7Z1C_fDaE,16,44.441498,46.29728,-2.0
5W7Z1C_fDaE_17.wav,5W7Z1C_fDaE,17,46.29728,50.817005,0.2
5W7Z1C_fDaE_18.wav,5W7Z1C_fDaE,18,50.817005,52.74263,1.2
5W7Z1C_fDaE_19.wav,5W7Z1C_fDaE,19,52.74263,55.53628,2.8
5W7Z1C_fDaE_20.wav,5W7Z1C_fDaE,20,55.53628,56.743538,2.8
5W7Z1C_fDaE_21.wav,5W7Z1C_fDaE,21,56.743538,62.14127,2.0
5W7Z1C_fDaE_22.wav,5W7Z1C_fDaE,22,56.743538,64.5059,1.6
5W7Z1C_fDaE_23.wav,5W7Z1C_fDaE,23,64.5059,70.19297,1.8
5W7Z1C_fDaE_24.wav,5W7Z1C_fDaE,24,70.19297,72.13855,2.4
6Egk_28TtTM_1.wav,6Egk_28TtTM,1,4.472336,8.9920635,3.0
6Egk_28TtTM_2.wav,6Egk_28TtTM,2,31.75034,40.280952,2.0
6Egk_28TtTM_3.wav,6Egk_28TtTM,3,40.280952,51.036507,1.8
6Egk_28TtTM_4.wav,6Egk_28TtTM,4,50.54762,53.04195,2.8
6Egk_28TtTM_5.wav,6Egk_28TtTM,5,53.04195,61.323128,2.2
6Egk_28TtTM_6.wav,6Egk_28TtTM,6,96.05419,101.581635,2.0
6Egk_28TtTM_7.wav,6Egk_28TtTM,7,101.581635,105.77211,2.2
6Egk_28TtTM_8.wav,6Egk_28TtTM,8,105.77211,113.68413,0.8
6Egk_28TtTM_9.wav,6Egk_28TtTM,9,113.68413,122.374374,-0.4
6Egk_28TtTM_10.wav,6Egk_28TtTM,10,122.374374,128.75986,0.6
6Egk_28TtTM_11.wav,6Egk_28TtTM,11,131.99252,144.06508,-1.2
6Egk_28TtTM_12.wav,6Egk_28TtTM,12,144.06508,147.40749,2.4
6_0THN4chvY_1.wav,6_0THN4chvY,1,38.485035,44.780727,1.6
6_0THN4chvY_2.wav,6_0THN4chvY,2,50.407936,59.71678,0.6
6_0THN4chvY_3.wav,6_0THN4chvY,3,59.71678,63.987076,2.0
6_0THN4chvY_4.wav,6_0THN4chvY,4,63.987076,65.67324,2.0
6_0THN4chvY_5.wav,6_0THN4chvY,5,65.67324,66.77075,0.0
6_0THN4chvY_6.wav,6_0THN4chvY,6,66.77075,70.11315,1.6
6_0THN4chvY_7.wav,6_0THN4chvY,7,70.11315,73.44558,0.8
6_0THN4chvY_8.wav,6_0THN4chvY,8,73.44558,78.65374,2.0
6_0THN4chvY_9.wav,6_0THN4chvY,9,78.65374,83.12358,-0.6
6_0THN4chvY_10.wav,6_0THN4chvY,10,83.12358,87.63333,0.4
6_0THN4chvY_11.wav,6_0THN4chvY,11,87.66327,89.7186,0.25
6_0THN4chvY_12.wav,6_0THN4chvY,12,89.7186,95.38571,1.8
6_0THN4chvY_13.wav,6_0THN4chvY,13,95.38571,96.17392,2.2
6_0THN4chvY_14.wav,6_0THN4chvY,14,96.17392,98.30907,2.2
73jzhE8R1TQ_1.wav,73jzhE8R1TQ,1,73.28594,80.220184,1.0
73jzhE8R1TQ_2.wav,73jzhE8R1TQ,2,80.220184,85.328575,-0.8
73jzhE8R1TQ_3.wav,73jzhE8R1TQ,3,85.328575,90.51678,-0.8
73jzhE8R1TQ_4.wav,73jzhE8R1TQ,4,90.51678,91.32494,1.6
73jzhE8R1TQ_5.wav,73jzhE8R1TQ,5,91.32494,94.43787,-0.8
73jzhE8R1TQ_6.wav,73jzhE8R1TQ,6,94.43787,98.04966,1.8
73jzhE8R1TQ_7.wav,73jzhE8R1TQ,7,98.04966,100.164856,1.4
73jzhE8R1TQ_8.wav,73jzhE8R1TQ,8,100.164856,104.2356,1.8
73jzhE8R1TQ_9.wav,73jzhE8R1TQ,9,104.2356,108.74535,0.5
73jzhE8R1TQ_10.wav,73jzhE8R1TQ,10,108.36621,115.60975,1.4
73jzhE8R1TQ_11.wav,73jzhE8R1TQ,11,115.60975,119.700455,-1.2
73jzhE8R1TQ_12.wav,73jzhE8R1TQ,12,119.700455,127.981636,-1.2
73jzhE8R1TQ_13.wav,73jzhE8R1TQ,13,127.34309,138.39796,-0.6
73jzhE8R1TQ_14.wav,73jzhE8R1TQ,14,138.39796,145.34218,0.0
73jzhE8R1TQ_15.wav,73jzhE8R1TQ,15,145.34218,153.87279,-1.6
73jzhE8R1TQ_16.wav,73jzhE8R1TQ,16,153.83289,157.33492,-0.2
73jzhE8R1TQ_17.wav,73jzhE8R1TQ,17,157.33492,160.31815,-0.4
73jzhE8R1TQ_18.wav,73jzhE8R1TQ,18,160.31815,167.05284,-1.6
73jzhE8R1TQ_19.wav,73jzhE8R1TQ,19,167.05284,173.95714,-1.2
7JsX8y1ysxY_1.wav,7JsX8y1ysxY,1,9.999773,12.104989,1.8
7JsX8y1ysxY_2.wav,7JsX8y1ysxY,2,12.104989,14.739002,2.2
7JsX8y1ysxY_3.wav,7JsX8y1ysxY,3,14.739002,16.12585,-2.6
7JsX8y1ysxY_4.wav,7JsX8y1ysxY,4,31.411112,32.478683,1.4
7JsX8y1ysxY_5.wav,7JsX8y1ysxY,5,32.478683,46.875965,1.0
7JsX8y1ysxY_6.wav,7JsX8y1ysxY,6,46.875965,48.931293,1.6
7JsX8y1ysxY_7.wav,7JsX8y1ysxY,7,48.931293,51.495464,-1.6
7JsX8y1ysxY_8.wav,7JsX8y1ysxY,8,51.495464,64.48594,-1.2
7JsX8y1ysxY_9.wav,7JsX8y1ysxY,9,64.48594,66.002495,1.8
7JsX8y1ysxY_10.wav,7JsX8y1ysxY,10,66.002495,66.52132,2.0
7JsX8y1ysxY_11.wav,7JsX8y1ysxY,11,71.889114,72.9966,-1.0
7JsX8y1ysxY_12.wav,7JsX8y1ysxY,12,74.363495,79.19252,0.6
7JsX8y1ysxY_13.wav,7JsX8y1ysxY,13,79.19252,81.7966,-1.6
7JsX8y1ysxY_14.wav,7JsX8y1ysxY,14,84.081406,93.09093,-2.2
7JsX8y1ysxY_15.wav,7JsX8y1ysxY,15,92.79161,97.620636,-0.4
7JsX8y1ysxY_16.wav,7JsX8y1ysxY,16,97.620636,98.90771,2.2
7JsX8y1ysxY_17.wav,7JsX8y1ysxY,17,98.90771,100.194786,0.8
7JsX8y1ysxY_18.wav,7JsX8y1ysxY,18,100.194786,101.93084,-0.4
7JsX8y1ysxY_19.wav,7JsX8y1ysxY,19,101.93084,104.56485,-0.2
7JsX8y1ysxY_20.wav,7JsX8y1ysxY,20,106.051476,107.68775,0.8
7JsX8y1ysxY_21.wav,7JsX8y1ysxY,21,107.68775,113.833786,1.8
7JsX8y1ysxY_22.wav,7JsX8y1ysxY,22,119.2814,121.37664,2.6
7JsX8y1ysxY_23.wav,7JsX8y1ysxY,23,126.105896,127.23333,2.4
7JsX8y1ysxY_24.wav,7JsX8y1ysxY,24,127.23333,129.23877,2.4
7JsX8y1ysxY_25.wav,7JsX8y1ysxY,25,129.23877,130.52585,2.6
7JsX8y1ysxY_26.wav,7JsX8y1ysxY,26,130.52585,133.88821,1.8
7JsX8y1ysxY_27.wav,7JsX8y1ysxY,27,135.31497,136.41248,2.0
7JsX8y1ysxY_28.wav,7JsX8y1ysxY,28,136.41248,137.16077,-1.25
7JsX8y1ysxY_29.wav,7JsX8y1ysxY,29,137.16077,139.27597,-1.5
7JsX8y1ysxY_30.wav,7JsX8y1ysxY,30,139.27597,141.58072,2.2
7JsX8y1ysxY_31.wav,7JsX8y1ysxY,31,141.58072,142.30907,2.2
7JsX8y1ysxY_32.wav,7JsX8y1ysxY,32,142.30907,147.63696,0.6
7JsX8y1ysxY_33.wav,7JsX8y1ysxY,33,153.55351,155.539,1.4
7JsX8y1ysxY_34.wav,7JsX8y1ysxY,34,155.539,157.88367,-0.6
7JsX8y1ysxY_35.wav,7JsX8y1ysxY,35,157.88367,160.2483,-1.0
7JsX8y1ysxY_36.wav,7JsX8y1ysxY,36,160.2483,166.78345,-1.6
7JsX8y1ysxY_37.wav,7JsX8y1ysxY,37,166.78345,169.46735,-1.6
7JsX8y1ysxY_38.wav,7JsX8y1ysxY,38,169.46735,175.3839,-1.8
7JsX8y1ysxY_39.wav,7JsX8y1ysxY,39,175.3839,177.67868,1.8
8OtFthrtaJM_1.wav,8OtFthrtaJM,1,16.524942,19.019274,0.4
8OtFthrtaJM_2.wav,8OtFthrtaJM,2,51.615192,56.075058,-1.0
8OtFthrtaJM_3.wav,8OtFthrtaJM,3,56.075058,64.795235,-2.4
8OtFthrtaJM_4.wav,8OtFthrtaJM,4,64.795235,67.11996,-2.0
8OtFthrtaJM_5.wav,8OtFthrtaJM,5,67.11996,70.502266,-0.2
8OtFthrtaJM_6.wav,8OtFthrtaJM,6,70.502266,78.913155,-2.6
8OtFthrtaJM_7.wav,8OtFthrtaJM,7,78.913155,80.65919,-1.4
8OtFthrtaJM_8.wav,8OtFthrtaJM,8,80.65919,84.41066,-0.2
8OtFthrtaJM_9.wav,8OtFthrtaJM,9,84.41066,89.48911,0.4
8OtFthrtaJM_10.wav,8OtFthrtaJM,10,89.48911,91.3848,0.6
8OtFthrtaJM_11.wav,8OtFthrtaJM,11,91.3848,97.56077,-0.5
8OtFthrtaJM_12.wav,8OtFthrtaJM,12,97.56077,105.33311,-0.8
8OtFthrtaJM_13.wav,8OtFthrtaJM,13,115.02109,129.25873,-2.2
8OtFthrtaJM_14.wav,8OtFthrtaJM,14,129.25873,131.48367,-1.4
8OtFthrtaJM_15.wav,8OtFthrtaJM,15,131.48367,136.29274,0.0
8OtFthrtaJM_16.wav,8OtFthrtaJM,16,136.29274,138.98662,0.6
8OtFthrtaJM_17.wav,8OtFthrtaJM,17,138.98662,140.44331,1.0
8OtFthrtaJM_18.wav,8OtFthrtaJM,18,140.44331,142.62834,1.4
8OtFthrtaJM_19.wav,8OtFthrtaJM,19,142.62834,147.76666,-2.2
8OtFthrtaJM_20.wav,8OtFthrtaJM,20,147.76666,151.34853,-1.8
8OtFthrtaJM_21.wav,8OtFthrtaJM,21,151.34853,154.07234,-2.2
8OtFthrtaJM_22.wav,8OtFthrtaJM,22,154.07234,158.57211,2.0
8OtFthrtaJM_23.wav,8OtFthrtaJM,23,160.57755,169.5272,-1.0
8d-gEyoeBzc_1.wav,8d-gEyoeBzc,1,1.1798186,4.2229023,1.2
8d-gEyoeBzc_2.wav,8d-gEyoeBzc,2,4.2229023,12.364399,-0.8
8d-gEyoeBzc_3.wav,8d-gEyoeBzc,3,12.364399,26.5322,-0.2
8d-gEyoeBzc_4.wav,8d-gEyoeBzc,4,26.5322,29.62517,-0.2
8d-gEyoeBzc_5.wav,8d-gEyoeBzc,5,29.62517,35.681404,-2.0
8d-gEyoeBzc_6.wav,8d-gEyoeBzc,6,35.681404,39.99161,-1.5
8d-gEyoeBzc_7.wav,8d-gEyoeBzc,7,39.99161,42.106804,0.2
8d-gEyoeBzc_8.wav,8d-gEyoeBzc,8,42.106804,46.77619,1.2
8d-gEyoeBzc_9.wav,8d-gEyoeBzc,9,47.55442,52.37347,1.4
8d-gEyoeBzc_10.wav,8d-gEyoeBzc,10,52.37347,58.080498,0.6
8d-gEyoeBzc_11.wav,8d-gEyoeBzc,11,58.080498,60.87415,1.6
